Song Lyrics
"
							문을 열어 이건 jail lock갇혀 있지 나는 feel it (I can feel it)Yeah 나는 또 누군지말해줘 tell me pleaseYou got me on my knee난 시들어진 daisy 빛이 보이지 않아이제 더는 피어날 수 없는 꽃이 되지빛과는 반대로 어둠은 날 데려가제발 내게로 you you yeah구원해 줘 날 you you yeah아물지 않은 그때 그 상처들이또 되돌아와 내게로 you woo woo기나긴 어둠 속에서도 끝이 있을까길을 잃은 난 loser (loser)날 구원해 줘 la la la la la la어둠이 날 또 눌러어차피 나는 그저 loser loser(I know it)여긴 방황의 미로 긴 터널의 문굳게 잠긴 저 희망의 끝에서몸부림쳐도 not enough not enoughYeah 난 길을 잃은 loser loser(I know it)Yeah 어느 순간 세상이 날 모른 체해도가야만 해 그래야 해 결과는 failure매일 매일 헤매 no way out두고 가지 마 (날)가도 가도 끝이 없는 길이야희망은 절망으로 혼돈 속의 tragedy반복되는 현실들이 날 더 망치지닫혀버린 eden 멈춰버린 melody나를 찾아줘 you you yeah데려가 줘 날 you you yeah아물지 않은 그때 그 상처들이또 되돌아와 내게로 you woo woo기나긴 어둠 속에서도 끝이 있을까길을 잃은 난 loser (loser)날 구원해 줘 la la la la la la어둠이 날 또 눌러어차피 나는 그저 loser loser(I know it)여긴 방황의 미로 긴 터널의 문굳게 잠긴 저 희망의 끝에서몸부림쳐도 not enough not enoughYeah 난 길을 잃은 loser loser(I know it)차라리 다 모든 걸 다 없었던 일로찢긴 내 마음 조각들 이미 소용없지Yeah every day every nightNeed you nowFallin’ down gettin’ upStartin’ nowNo more in pain널 향한 외침이 저 하늘에 닿아Yeah 미로 끝 어쩌면 날 기다린 exit오히려 나는 질러 goYeah yeahI’m a loserYeah I don't care I don't care uhI’m a loser길을 잃은 난 loser (loser)날 구원해 줘 la la la la la la어둠이 날 또 눌러두려워 모든 게 다 loser loser(Not like it)시든 꽃처럼 잠든 영혼의 외침나를 깨워줄 빛으로 오기를이제 그 문을 보여줘 열어줘Yeah 난 빛을 잃은 loser loser(Not like it)
"
"
							네가 불러올 파멸 예감했어그래 난 알면서도 선택했어너란 독을 성배에다 채운 다음남김없이 깊이 들이킨 밤짧은 꿈을 꿨나네가 만든 paradise어리석게도 그 안에영원을 그렸던 찰나 ay결국 온 세상은 끝두 눈 부릅뜬 채나를 신음케 해깊은 사랑이 만든 멸망이사로잡힌 열망이비극 안에 갇혀마른 손을 뻗지만빛나는 금기의 angel아득히 멀어져 가Just save my loveor kill this heart널 위해 뛰는 심장을다 조각 내 주길넌 나의 curse눈부신 덫이 고통은 고통만이아물게 할 수 있잖아그러니 heal me softly아니면 kill me softly차라리 kill this love나를 버려줘구원해 줄 수 없는 거라면네가 달아 준 날개의 featherBaby 자비 없이 꺾어주길너의 손으로 날 부디 kill me softlyUh 압도해 flesh and soul여기 덮쳐버린 너란 묵시록Yeah 날 태워 가혹한 torment더 연주해 requiem증오에 차도록Yes 분노이자 환희Yes 언제라도 능히날 살려 또 그리곤 죽여Nobody only you전부 지배한 채 (oh)나를 절망케 해 (oh)끊어질 듯이 호흡해 간신히끝을 바라 간절히타락하고 미쳐너의 손을 찾지만독하고 달콤한 devil홀연히 사라져 가Just save my loveor kill this heart널 위해 뛰는 심장을다 조각 내 주길넌 나의 curse빛나는 덫이 고통은 고통만이아물게 할 수 있잖아별빛 하나 없는 night짙은 어둠 속에 cry가여이 여기소서네 손등에 입 맞춘 뒤 kneel넌 잃어버린 낙원되돌릴 수 없다면더 지독하게 killing me softly,killing me softly나 헛된 꿈을 꿀 수 없게 babe yeahJust save my loveor kill this heart힘겹게 쉬는 내 숨을거두어 주길Just save my heartor end it all이 고통 오직 너만이끝낼 수 있어, oh 제발그러니 heal me softly아니면 kill me softly (no)차라리 kill this love나를 버려줘구원해 줄 수 없는 거라면하나 남은 작은 희망마저Baby 남김없이 꺾어 주길너의 손으로날 부디 kill me softly사랑이 아니면날 위해 kill me softly
"
"
							기대돼 드디어 우리 만났어설레던 기다림 그마저 좋았어 바로 너여서시작이야 넘어져도 돼 괜찮아그래도 넌 말이야영원히 나에겐 무엇보다 반짝일 거야널 안고 맡던 네 머리끝 냄새날 담은 네 눈동자날 향해 처음 걷던 날이 기억들을 갖게 해줘참 고마워너랑은 모든 게 좋아 너랑은 이것도 좋아너랑은 별게 다 좋아 너랑 있으면너 땜에 기대되는 햇살 좋은 아침이제껏 내겐 없던 낯선 두근거림널 만나 지내온 하루하루 그저 좋았어가득하게 행복을 담아 살며시네 머리맡에 둘께영원히 널 위한 기도하며 기다려 줄게나란히 앉아 벽에 낙서를 하고손잡고 산책하며간판도 읽어보면서 더 소중하게 기억할게이 순간을너랑은 모든 게 좋아 너랑은 이것도 좋아너랑은 별게 다 좋아 너랑 있으면
"
"
							아무도 모르는 곳나만의 그 곳으로너를 초대할게어서 와상상하는 모든 것이 이루어져welcome to my world발걸음 발걸음 꽃이 피어나지너무 놀라지마이제 시작될 show timein my world달빛이 비추면 시작돼무대 위에 너와 나starlight 그 아래 단 둘이서moonlight 밤하늘을 날아요두 손 꼭 잡고 발을 맞추며모두 잠든 이 밤별들이 우릴 향해 쏟아져요달이 지고 해가 뜰 때까지it’s our show time구름 위에 앉아 커피 한 잔 해볼까아님 달 토끼와 춤을 춰볼까무엇이든 좋아 더 과감해져 봐끝을 모르는 것처럼너무 놀라지마이제 시작될 show timein my world달빛이 비추면 시작돼무대 위에 너와 나starlight 그 아래 단 둘이서moonlight 밤하늘을 날아요두 손 꼭 잡고 발을 맞추며모두 잠든 이 밤별들이 우릴 향해 쏟아져요달이 지고 해가 뜰 때까지it’s our show time해가 뜨고 조명이 꺼지면그댄 모두 잊겠지요가장 아름다운 춤을 춰시간이 얼마 남지 않았어starlight 그 아래 단 둘이서moonlight 밤하늘을 날아요두 손 꼭 잡고 발을 맞추며모두 잠든 이 밤별들이 우릴 향해 쏟아져요달이 지고 해가 뜰 때까지it’s our show time
"
Song lyrics element not found on the webpage.
"
							뜨거워 오늘이 널 만나러 가는 길 마치 태양 위를 걷는 것 같아 뜨거운 아스팔트 위를 해매다 마침내 너란 오아시스를 찾은 거야 넌 나를 목마르게 해 갈증이 멈추질 않아 너에게 다가갈수록 신기루처럼 넌 사라져 baby baby 이게 꿈일까 난 무더워 어지러워 정신을 잃을 것만 같아 We're gonna find an oasis 그게 어디라도 We're gonna find an oasis 사막을 해매도 We're gonna find an oasis 포기는 하지마 We're gonna find an oasis yeah yeah oasis 오아시스 너는 어디로 사라졌나 오아이스 너는 어디로 떠났나 오아시스 너는 어디에 나타날까 오아시스 yeah yeah 오아시스 yeah yeah 봤잖아 우리 둘의 낙원 기억해 너와 나의 시간 모래 위를 달렸지 마치 매드맥스 같이 우리 둘이 우리는 오아시스에 닿을 꺼야 우리는 오아시스와 사라질 거야 We're gonna find an oasis 그게 어디라도 We're gonna find an oasis 사막을 해매도 We're gonna find an oasis 포기는 하지마 We're gonna find an oasis yeah yeah oasis 나는 찾아낼거야 누가 뭐래도 나는 이뤄낼거야 누가 뭐래도 나는 사라질거야 신기루처럼 yeah yeah oasis yeah yeah oasis We're gonna find an oasis 그게 어디라도 We're gonna find an oasis 사막을 해매도 We're gonna find an oasis 포기는 하지마 We're gonna find an oasis yeah yeah oasis 나는 찾아낼거야 누가 뭐래도 나는 이뤄낼거야 누가 뭐래도 나는 사라질거야 신기루처럼 yeah yeah oasis yeah yeah oasis We're gonna find an oasis We're gonna find an oasis We're gonna find an oasis We're gonna find an oasis We're gonna find an oasisWe're gonna find an oasisWe're gonna find an oasisWe're gonna find an oasis
"
"
							너와 나 달빛 아래살짝 어색한 느낌에 취하는 밤너의 그 눈빛에어떤 말도 어떤 표정도바보처럼 모두 다 잊어버려난 자꾸만 너를 맴돌아안녕?오늘은 어떤 일들이 있었니?눈치보지만 말고내게 말해봐무거운 얼굴에조그만 미소가 피어날거야안녕!복잡한 고민들은 모두 버리고이 도시 속에서우리 같이 도망쳐볼까너와 나 달빛 아래살짝 어색한 느낌에 취하는 밤너의 그 눈빛에어떤 말도 어떤 표정도바보처럼 모두 다 잊어버려난 자꾸만 너를 맴돌아너와 나 우리 둘이살짝 스치는 손 끝에설레는 맘내게 기대도 돼너의 표정 행동 말투도꿈결처럼 모두 다 사라지면달콤한 꿈에서 깨어나오늘을 버티게 하네안녕!우울한 기억들은 모두 버리고이 도시 속에서우리 같이 도망쳐볼까너와 나 달빛 아래살짝 어색한 느낌에 취하는 밤너의 그 눈빛에어떤 말도 어떤 표정도바보처럼 모두 다 잊어버려난 자꾸만 너를 맴돌아너와 나 우리 둘이살짝 스치는 손 끝에설레는 맘내게 기대도 돼너의 표정 행동 말투도꿈결처럼 모두 다 사라지면달콤한 꿈에서 깨어나내일을 꿈꾸게 하네
"
"
							어제 일처럼 너무 생생한 그대와나눈 마음들이 떠올라가로등 아래 깜빡이는 불빛 사이로네 눈빛에 취하고픈 이 밤자정이 넘은 시간아쉬운 눈동자애꿎은 시계만 번갈아 보는 나어두운 방이 싫어어쩐지 오늘은집으로 돌아가기 싫은데낯선 사람들이 모이는아름다운 도시에 밤이 깊어 가는데반짝거리는 요란한 불빛 비틀대는걸음을 자꾸 재촉하게 돼두근거리는 청춘의 거리그댈 만날 것 같은 그런 예감 좋은 날5월의 꽃잎 흩날리는 밤이토록 멋진 밤이 될 때면그대가 너무 보고 싶은데금방 질 거란 걸 알고 있지만 아름다운 밤알아도 모르는 척들키기 싫은데이따금 따끔한 건 어쩔 수 없어괜찮아지긴 할는지좀처럼 오늘은도저히 잠이 오지 않는걸낯선 사람들이 모이는아름다운 도시에 밤이 깊어 가는데반짝거리는 요란한 불빛비틀대는 걸음을 자꾸 재촉하게 돼두근거리는 Moonlight mystery빙빙 돌고 돌아서 결국 그대 앞인 걸후회할 것 같은 오늘 밤저 달이 날 유혹하는데넘치는 이 기분 그대로 맡기고 싶어창가에 비친 낯익은 거리초조함에 입술만 뜯고 있어젖은 머릿결 가쁜 숨소리내 이름을 부르면 나는 어떡하라고밀고 당기는 둘의 그림자연분홍색 거리 위 밤새 춤을 추는데달아오르는 축제의 열기흐드러진 꽃잎이 붉게 피어오르네5월의 꽃잎 흩날리는 밤이토록 멋진 밤이 될 때면그대가 더욱 보고 싶은데금방 질 거란 걸 알고 있지만Can’t stop the night
"
"
							uhuh uh yeahwhat you do todayhey you still awake?oh girloff to bed with yougood night그래요 오늘은 먼저 자요그대 잠들면 나도 잘게요전화를 끊고 화려한 옷을 입고나갈 준비를 하죠아무도 모르게 whootonight 오늘 하루만 그댈 속일게tonight 오늘이 지나면 돌아갈게tonight 가끔 어색하게도 느껴도알아도 좀 넘어가 주겠니baby good night잘자요 good night그럼 난 dancing dancingdancing in the moonlight워어어우 워어워어어우 워어머리 속에 오늘 그대가 없네요baby good night잘자요 good night그럼 난 dancing dancingdancing in the moonlight워어어우 워어워어어우 워어미안해요 오늘 그대가 없네요oh 자정이 다 돼서 나갈 채비그대는 아직도 모를 테지문자 하날 남겨“잘자 자기야 내일봐”근데 이 찝찝한 기분은 뭘까에라 몰라 그냥 나가자오늘도 moonlight불타는 이 밤 good night이유 없는 떨림에 내 가슴만 두근니가 보고 싶다던 생각은 오늘도 퇴근but 오늘은 바쁜 몸나는 참 나쁜 놈가끔은 이렇게 놀아도 돼넌 내일 쯤에 찾아 가면 되니까(sorry)baby good night잘자요 good night그럼 난 dancing dancingdancing in the moonlight워어어우 워어워어어우 워어머리 속에 오늘 그대가 없네요baby good night잘자요 good night그럼 난 dancing dancingdancing in the moonlight워어어우 워어워어어우 워어미안해요 오늘 그대가 없네요good night우워어어우 워어good night우워어어우 워어good night우워어어우 워어미안해요 오늘 그대가 없네요미안해요 오늘 그대가 없네요
"
"
							그땔 잊지 못해밤이 지나가도 난 제자리나를 자유롭게 해줬던 박자에계속 춤을 추는 나그 화려함 속에 난 잠깐취했나 봐 아침이 또 올걸알면서도헤매 결국 홀로 남겨질걸이대로 머무르면 안 돼 잊어야만 하네사라지려 할 때두 눈을 꼭 감아야만 돼바로 서야만 해 비틀거림 안돼ah ah ah ah너를 잊지 못해움찔 거리게 했던 네 호흡남아 숨을 쉬는 내 몸짓을 느껴아직 몸을 흔들어그 화려함 속에 난 잠깐취했나 봐 아침이 또 올걸알면서도헤매 결국 홀로 남겨질걸이대로 머무르면 안 돼 잊혀야 하네아름다운 우리두 손을 놓아 줘야 만 해이젠 보내야 해 눈물 보임 안돼Ah ah ah ah ah그땔 잊지 못해밤이 지나가도 난 제자리나를 자유롭게 해줬던 박자에계속 춤을 추는 나
"
