Song Lyrics
"
							너무나 익숙한 안녕과조금은 어색한 침묵들도너와 나눴던 평범함들이내게는 빛나는 설렘이야가끔은 이렇게좋아도 될까 불안해져사랑에 빠진 요즘 내 모습들이조금은 어색해하루 온종일 너와 보낸 하루에머물러 있어가끔은 이렇게행복한 나를 믿지 못해사랑에 빠진 요즘 내 모습들이조금은 어색해하루 온종일 너와 보낸 하루에머물러 있어초라해 보였던 나의 마음 모두너만을 기다렸단 걸너만을 위한 나란 걸느끼게 해줘웃고 있는 널 기쁘게 해주는 건오늘의 전부야별 볼 일 없던 평범한 내 하루에즐거움이 되어줘함께할 수 있게사랑에 빠진 요즘 우리 모습이너무나 행복해하루 온종일 우리의 모습들이오늘의 전부야
"
"
							내게 어울린다던 머릴 잘랐어연락 없었던 친굴 만났어오늘 하루가 널 잊어 줄 거란또 소용없는 기댈하고이젠 보내주라며 편히 살라고친구의 위로도 들리지 않아내게 사랑한다 했잖아그렇게 쉽게 돌아서지 마니가 보고 싶어서너의 집 앞을 서성거리고우연히라도 널 보게 될까 봐다시 한번 거울을 보는 난니가 너무도 그리워질 때면난 어떻게 살아가니마지막 니 모습 표정까지도아직 난 잊을 수 없는데눈을 가려도 내겐 너만 보이고귀를 막아도 난 너만 들리고내 가슴이 내게 하는 말너를 다시 되돌려 달라고니가 보고 싶어서너의 집 앞을 서성거리고우연히라도 널 보게 될까 봐다시 한번 거울을 보는 난니가 너무도 그리워질 때면난 어떻게 살아가니마지막 니 모습 표정까지도아직 난 잊을 수 없는데날 지켜줄 거라고너의 마지막 여자라고말했던 너잖아그렇게 쉬웠니 너에게다시 돌아올 거야그렇게 기다리는 나에게제발 잊으라는 그 말 하지마너 없이 안되는 날 알잖아다시 내게로 돌아와 준다면니 품에 안아준다면너만을 위해서 살아갈 거야그렇게 쉽게 보내지마나만 사랑했었던 너잖아
"
"
							넌 별이 돼줄래나의 어두운 밤을밝혀 주진 않아도난 여기에 있어짓궂은 구름이 우릴 가려도이 깊은 밤이 지나면 잠든 너에게로달려가고 싶어서툰 네 표현보다도눈으로 말해주는 너를넌 꼭 나를 안아주고난 지친 마음을 주네여기 깊은 우주 속에서나의 숨이 되어 준 너넌 시가 돼줄래나의 세상 속에서가만히 바라보자난 꿈을 꾸곤 해날이 밝아올 때면너의 세상을 상상해어두운 바닷속에 가라앉으면넌 나의 손을 조금씩 끌어당겨넌 하늘을 보고난 널 바라보고 어떤 말들도우릴 막을 순 없어먼 곳에 서 있어네가 있는 세상의 작고 작은 별이야넌 다시 나에게 깊은숨을 주겠지아마도 그건 우리에 추억들을 안고또 사랑할 거야 난 살아갈 거야네가 바래다준 꿈
"
"
							몇 번이고 지날 것 같던계절이 끝나면우리 걷던 그 거리 나무도시들어 가겠지우리 같이 길을 걷던그 시절이 이젠 기억이 안나어지럽던 순간들이 다그리워져서 더 그리워져서다시 겨울이 찾아오면 그 땐봄처럼 너를 안아볼 텐데어제같던 여름은 벌써 떠나고가을만 내게 남은 것 같아오늘 날씨를 계속 봐도 흐려져만 가네니가 없는 저 하늘을 봐도별이 하나 없네다시 겨울이 찾아오면 그 땐봄처럼 너를 안아볼 텐데어제같던 여름은 벌써 떠나고가을만 내게 남은 것 같아처음으로 돌아가고 싶은데말처럼 쉽지 않아서나 혼자 남은 방안에 너를 불러보면다시 겨울이 찾아올 때 나는봄처럼 너를 안아줄 텐데어제보다 뜨거운 여름 안에서가을이 우릴 기다릴 텐데계절이 다시 돌아오면그 거리도 누군가로 잊혀가네
"
"
							You are the perfect beauty the one Beyond imemensly lovely 내 영혼에 빛을 불어줘 이 밤 끝도 없이 떨어지는 날 기억해줘 그댄 나의 유일한 빛이니까 My Love is bleeding star reaching out to a love divine 내 모든걸 바쳐 sacrifice to save your all 오직 그대만이 난 이 어둠에서 버텨낼 단 한가지 이유 You light up my life and my soul I still believe in you 그대만이 나를 일으켜 사랑만이 My everything is you and my love is true forever 은하수를 건너서 My love그대에게 닿기를You are the beautiful moonlightreaching out to love dive차갑게 스러지는 숨결이내 피의 온기로 다시 피어날 수 있다면수만번을 돌아와도I'll die for you and alwayskeep you in my heart and my loveI still believe in you 그대만이나를 일으켜 사랑만이My everything is you,My love is true forever은하수를 건너서 my love,I'm gonna find you~그대에게 닿기를 내 모든걸 다 던져서sacrifice to love youMy Love~ Don't cry for meI love you, I will love youAlways have Always will
"
"
							많이 돌아왔네요그대에게 오기까지오랜 시간이 흘러우리 모두 마주 앉네요먼길 돌아올때에 힘들었던 기억무너진 내 모든것들은다 잊은듯해요사랑해요 믿어 줄게요그 말 변한다해도가슴에 담아난 여전히 이 곳에 서서그댈위해 노래 할게요먼길 돌아올때에 힘들었던 기억무너진 내 모든것들은다 잊은듯해요사랑해요 믿어 줄게요그말 변한다해도가슴에 담아난 여전히 이곳에 서서그댈위해 노래할게요사랑해요 믿어줄게요나 언젠가 우리 만난날바라고 기다렸다고영원하기를 나 바라고 바라고 원해요우리함께 걸어나가요
"
"
							가져가마음에 드는 색깔로그래도고운 빛이 어울릴 것 같아서널 비춰 줄 빛그게 나였으면 좋겠다Smile웃어도 돼이제 그만 Cry지나간 일은 다 잊고달콤한 얘기를 해 줄게Smile Again넌 웃는 게 제일 예뻐모자란 나라서 미안하지만사실은 네가 날 웃게 하는 것 같아서내가 가진 빛이제 너를 비추면 좋겠다Smile웃어도 돼이제 그만 Cry지나간 일은 다 잊고달콤한 얘기를 해 줄게Smile Again넌 웃는 게 제일 예뻐예뻐 예뻐 예뻐달콤한 얘기를 해 줄게Smile Again넌 웃는 게 제일 예뻐예뻐 예뻐 예뻐네가 제일
"
"
							비가 오는 이런 밤이면우산 없이 다녀도 보고어쩌다가 스쳐지날까 헛된 기대도 하고미친 듯이 길가에 우두커니 서서차가워진 이 비를 다 맞고 나면은내 마음에 상처도 다 씻겨버릴까바보 같은 나야오늘따라 잠도 못 자고니 생각에 심란해져 난떨어지는 빗속에 있는 내가 초라해 보여미친 듯이 길가에 우두커니 서서차가워진 이 비를 다 맞고 나면은내 마음에 상처도 다 씻겨버릴까바보 같은 나야밤새도록 내리기를 내 눈물도 감춰버릴이 비만이 날 위로해 줘비와 함께 눈물도 다 흘러가기를바라고 또 바라며 한없이 걸었어보고 싶은 마음에 널 불러보지만이젠 소용없어
"
"
							I just wake upSinging around meSinging around meTrue that I can doI just wake upSee your doubtI blew your down that already comeI just wanna say around youI don’t own my body around youI do warm around youFor bet, are you troubled?Are you so good now- blows itEverybodyYou are the all, my allThe Someday I can chuI just wanna say around youI don’t own my body around youI do warm around youFor bet, are you troubled?Are you so good now- blows itI just wake upSinging around meSinging around meTrue that I can doI just wake upSee your doubtI blew your down that already come
"
"
							우리, 그때 우리소란스레 웃음 짓던 그때 우리우린, 그때 우린서로를 바라보며 많이 아꼈었나 봐아직 나는 그때를 그리곤 해혹시 우리가 만나게 될 날이 오면혹시 우리가 마주칠 순간이 오면그땐 못다 한 말을 다 주고 싶은데놓쳐버린 추억을 또 센다우리, 그때 우리어느샌가 멀어졌던 그때 우리우린, 그때 우린서로를 외면하고 많이 아팠었나 봐변해버린 그때 우리혹시 우리가 만나게 될 날이 오면혹시 우리가 마주칠 순간이 오면그땐 못다 한 말을 다 주고 싶은데바보처럼 나 다시 돌아서 본다차마 전하지 못했던부질없었던 나의 마음에한참을 멍하니그 시간 속에 널 불러본다우리가 만나게 될 날이 오면혹시 우리가 마주칠 순간이 오면다신 그때처럼 널 놓지 않을 텐데지나가버린 추억 속에 우리
"
